ESV Name	KMZ Name	Lat	Lon	Passages	Comment
Jerusalem		31.777444	35.234935	Josh 10:1, Josh 10:3, Josh 10:5, Josh 10:23, Josh 12:10, Josh 15:8, Josh 15:63, Josh 18:28, Judg 1:7, Judg 1:8, Judg 1:21, Judg 19:10, 1 Sam 17:54, 2 Sam 5:5, 2 Sam 5:6, 2 Sam 5:13, 2 Sam 5:14, 2 Sam 8:7, 2 Sam 9:13, 2 Sam 10:14, 2 Sam 11:1, 2 Sam 11:12, 2 Sam 12:31, 2 Sam 14:23, 2 Sam 14:28, 2 Sam 15:8, 2 Sam 15:11, 2 Sam 15:14, 2 Sam 15:29, 2 Sam 15:37, 2 Sam 16:3, 2 Sam 16:15, 2 Sam 17:20, 2 Sam 19:19, 2 Sam 19:25, 2 Sam 19:33, 2 Sam 19:34, 2 Sam 20:2, 2 Sam 20:3, 2 Sam 20:7, 2 Sam 20:22, 2 Sam 24:8, 2 Sam 24:16, 1 Kgs 2:11, 1 Kgs 2:36, 1 Kgs 2:38, 1 Kgs 2:41, 1 Kgs 3:1, 1 Kgs 3:15, 1 Kgs 8:1, 1 Kgs 9:15, 1 Kgs 9:19, 1 Kgs 10:2, 1 Kgs 10:26, 1 Kgs 10:27, 1 Kgs 11:7, 1 Kgs 11:13, 1 Kgs 11:29, 1 Kgs 11:32, 1 Kgs 11:36, 1 Kgs 11:42, 1 Kgs 12:18, 1 Kgs 12:21, 1 Kgs 12:27, 1 Kgs 12:28, 1 Kgs 14:21, 1 Kgs 14:25, 1 Kgs 15:2, 1 Kgs 15:4, 1 Kgs 15:10, 1 Kgs 22:42, 2 Kgs 8:17, 2 Kgs 8:26, 2 Kgs 9:28, 2 Kgs 12:1, 2 Kgs 12:17, 2 Kgs 12:18, 2 Kgs 14:2, 2 Kgs 14:13, 2 Kgs 14:19, 2 Kgs 14:20, 2 Kgs 15:2, 2 Kgs 15:33, 2 Kgs 16:2, 2 Kgs 16:5, 2 Kgs 18:2, 2 Kgs 18:17, 2 Kgs 18:22, 2 Kgs 18:35, 2 Kgs 19:10, 2 Kgs 19:21, 2 Kgs 19:31, 2 Kgs 21:1, 2 Kgs 21:4, 2 Kgs 21:7, 2 Kgs 21:12, 2 Kgs 21:13, 2 Kgs 21:16, 2 Kgs 21:19, 2 Kgs 22:1, 2 Kgs 22:14, 2 Kgs 23:1, 2 Kgs 23:2, 2 Kgs 23:4, 2 Kgs 23:5, 2 Kgs 23:6, 2 Kgs 23:9, 2 Kgs 23:13, 2 Kgs 23:20, 2 Kgs 23:23, 2 Kgs 23:24, 2 Kgs 23:27, 2 Kgs 23:30, 2 Kgs 23:31, 2 Kgs 23:33, 2 Kgs 23:36, 2 Kgs 24:4, 2 Kgs 24:8, 2 Kgs 24:10, 2 Kgs 24:14, 2 Kgs 24:15, 2 Kgs 24:18, 2 Kgs 24:20, 2 Kgs 25:1, 2 Kgs 25:8, 2 Kgs 25:9, 2 Kgs 25:10, 1 Chr 3:4, 1 Chr 3:5, 1 Chr 6:10, 1 Chr 6:15, 1 Chr 6:32, 1 Chr 8:28, 1 Chr 8:32, 1 Chr 9:3, 1 Chr 9:34, 1 Chr 9:38, 1 Chr 11:4, 1 Chr 14:3, 1 Chr 14:4, 1 Chr 15:3, 1 Chr 18:7, 1 Chr 19:15, 1 Chr 20:1, 1 Chr 20:3, 1 Chr 21:4, 1 Chr 21:15, 1 Chr 21:16, 1 Chr 23:25, 1 Chr 28:1, 1 Chr 29:27, 2 Chr 1:4, 2 Chr 1:13, 2 Chr 1:14, 2 Chr 1:15, 2 Chr 2:7, 2 Chr 2:16, 2 Chr 3:1, 2 Chr 5:2, 2 Chr 6:6, 2 Chr 8:6, 2 Chr 9:1, 2 Chr 9:25, 2 Chr 9:27, 2 Chr 9:30, 2 Chr 10:18, 2 Chr 11:1, 2 Chr 11:5, 2 Chr 11:14, 2 Chr 11:16, 2 Chr 12:2, 2 Chr 12:4, 2 Chr 12:5, 2 Chr 12:7, 2 Chr 12:9, 2 Chr 12:13, 2 Chr 13:2, 2 Chr 14:15, 2 Chr 15:10, 2 Chr 17:13, 2 Chr 19:1, 2 Chr 19:4, 2 Chr 19:8, 2 Chr 20:5, 2 Chr 20:15, 2 Chr 20:17, 2 Chr 20:18, 2 Chr 20:20, 2 Chr 30:14, 2 Chr 32:19, 2 Chr 32:22, 2 Chr 32:23, 2 Chr 32:25, 2 Chr 32:26, 2 Chr 32:33, 2 Chr 33:1, 2 Chr 33:4, 2 Chr 33:7, 2 Chr 33:9, 2 Chr 33:13, 2 Chr 33:15, 2 Chr 33:21, 2 Chr 34:1, 2 Chr 34:3, 2 Chr 34:5, 2 Chr 34:7, 2 Chr 34:9, 2 Chr 34:22, 2 Chr 34:29, 2 Chr 34:30, 2 Chr 34:32, 2 Chr 35:1, 2 Chr 35:18, 2 Chr 35:24, 2 Chr 36:1, 2 Chr 36:2, 2 Chr 36:3, 2 Chr 36:4, 2 Chr 36:5, 2 Chr 36:9, 2 Chr 36:10, 2 Chr 36:11, 2 Chr 36:14, 2 Chr 36:19, 2 Chr 36:23, Ezra 1:2, Ezra 1:3, Ezra 1:4, Ezra 1:5, Ezra 1:7, Ezra 1:11, Ezra 2:1, Ezra 2:68, Ezra 3:1, Ezra 3:8, Ezra 4:6, Ezra 4:8, Ezra 4:12, Ezra 4:20, Ezra 4:23, Ezra 4:24, Ezra 5:1, Ezra 5:2, Ezra 5:14, Ezra 5:15, Ezra 5:16, Ezra 5:17, Ezra 6:3, Ezra 6:5, Ezra 6:9, Ezra 6:12, Ezra 6:18, Ezra 7:7, Ezra 7:8, Ezra 7:9, Ezra 7:13, Ezra 7:14, Ezra 7:15, Ezra 7:16, Ezra 7:17, Ezra 7:19, Ezra 7:27, Ezra 8:29, Ezra 8:30, Ezra 8:31, Ezra 8:32, Ezra 9:9, Ezra 10:7, Ezra 10:9, Neh 1:2, Neh 1:3, Neh 2:11, Neh 2:12, Neh 2:13, Neh 2:17, Neh 2:20, Neh 3:8, Neh 3:9, Neh 3:12, Neh 4:7, Neh 4:8, Neh 4:22, Neh 6:7, Neh 7:2, Neh 7:3, Neh 7:6, Neh 8:15, Neh 11:1, Neh 11:2, Neh 11:3, Neh 11:4, Neh 11:6, Neh 11:22, Neh 12:27, Neh 12:28, Neh 12:29, Neh 12:43, Neh 13:6, Neh 13:7, Neh 13:15, Neh 13:16, Neh 13:19, Neh 13:20, Est 2:6, Ps 51:18, Ps 68:29, Ps 79:1, Ps 79:3, Ps 102:21, Ps 116:19, Ps 122:2, Ps 122:3, Ps 122:6, Ps 125:2, Ps 128:5, Ps 135:21, Ps 137:5, Ps 137:6, Ps 137:7, Ps 147:2, Ps 147:12, Eccl 1:1, Eccl 1:12, Eccl 1:16, Eccl 2:7, Eccl 2:9, Sng 1:5, Sng 2:7, Sng 3:5, Sng 3:10, Sng 5:8, Sng 5:16, Sng 6:4, Sng 8:4, Isa 1:1, Isa 2:1, Isa 2:3, Isa 3:1, Isa 3:8, Isa 4:3, Isa 4:4, Isa 5:3, Isa 5:14, Isa 7:1, Isa 8:14, Isa 10:10, Isa 10:11, Isa 10:12, Isa 10:32, Isa 22:10, Isa 22:21, Isa 24:23, Isa 27:13, Isa 28:14, Isa 30:19, Isa 31:5, Isa 31:9, Isa 33:20, Isa 36:2, Isa 36:7, Isa 36:20, Isa 37:10, Isa 37:22, Isa 37:32, Isa 40:2, Isa 40:9, Isa 41:27, Isa 44:26, Isa 44:28, Isa 51:17, Isa 52:1, Isa 52:2, Isa 52:9, Isa 62:6, Isa 62:7, Isa 64:10, Isa 65:18, Isa 65:19, Isa 66:10, Isa 66:13, Isa 66:20, Jer 1:3, Jer 1:15, Jer 2:2, Jer 3:17, Jer 4:3, Jer 4:4, Jer 4:5, Jer 4:10, Jer 4:11, Jer 4:14, Jer 4:16, Jer 5:1, Jer 6:1, Jer 6:6, Jer 6:8, Jer 7:17, Jer 7:34, Jer 8:1, Jer 9:11, Jer 11:2, Jer 11:6, Jer 11:9, Jer 11:12, Jer 11:13, Jer 13:9, Jer 13:13, Jer 13:27, Jer 14:2, Jer 14:16, Jer 15:4, Jer 15:5, Jer 17:19, Jer 17:20, Jer 17:21, Jer 17:25, Jer 17:26, Jer 17:27, Jer 18:11, Jer 19:3, Jer 19:7, Jer 19:13, Jer 22:19, Jer 23:14, Jer 23:15, Jer 24:1, Jer 24:8, Jer 25:2, Jer 25:18, Jer 26:18, Jer 27:3, Jer 27:18, Jer 27:20, Jer 27:21, Jer 29:1, Jer 29:2, Jer 29:4, Jer 29:20, Jer 29:25, Jer 32:2, Jer 32:32, Jer 32:44, Jer 33:10, Jer 33:13, Jer 33:16, Jer 34:1, Jer 34:6, Jer 34:7, Jer 34:8, Jer 34:19, Jer 35:11, Jer 35:13, Jer 35:17, Jer 36:9, Jer 36:31, Jer 37:5, Jer 37:11, Jer 37:12, Jer 38:28, Jer 39:1, Jer 39:8, Jer 40:1, Jer 42:18, Jer 44:2, Jer 44:6, Jer 44:9, Jer 44:13, Jer 44:17, Jer 44:21, Jer 51:35, Jer 51:50, Jer 52:1, Jer 52:3, Jer 52:4, Jer 52:12, Jer 52:13, Jer 52:14, Jer 52:29, Lam 1:7, Lam 1:8, Lam 1:17, Lam 2:10, Lam 2:13, Lam 2:15, Lam 4:12, Ezek 4:1, Ezek 4:7, Ezek 4:16, Ezek 5:5, Ezek 8:3, Ezek 9:4, Ezek 9:8, Ezek 11:15, Ezek 12:10, Ezek 12:19, Ezek 13:16, Ezek 14:21, Ezek 14:22, Ezek 15:6, Ezek 16:2, Ezek 16:3, Ezek 17:12, Ezek 21:2, Ezek 21:20, Ezek 21:22, Ezek 22:19, Ezek 23:4, Ezek 24:2, Ezek 26:2, Ezek 33:21, Ezek 36:38, Dan 1:1, Dan 5:2, Dan 5:3, Dan 6:10, Dan 9:2, Dan 9:7, Dan 9:12, Dan 9:16, Dan 9:25, Joel 2:32, Joel 3:1, Joel 3:6, Joel 3:16, Joel 3:17, Joel 3:20, Amos 1:2, Amos 2:5, Obad 1:11, Obad 1:20, Mic 1:1, Mic 1:5, Mic 1:9, Mic 1:12, Mic 3:10, Mic 3:12, Mic 4:2, Mic 4:8, Zeph 1:4, Zeph 1:12, Zeph 3:14, Zeph 3:16, Zech 1:12, Zech 1:14, Zech 1:16, Zech 1:17, Zech 1:19, Zech 2:2, Zech 2:4, Zech 2:12, Zech 3:2, Zech 7:7, Zech 8:3, Zech 8:4, Zech 8:8, Zech 8:15, Zech 8:22, Zech 9:9, Zech 9:10, Zech 12:2, Zech 12:3, Zech 12:5, Zech 12:6, Zech 12:7, Zech 12:8, Zech 12:9, Zech 12:10, Zech 12:11, Zech 13:1, Zech 14:2, Zech 14:4, Zech 14:8, Zech 14:10, Zech 14:11, Zech 14:12, Zech 14:14, Zech 14:16, Zech 14:17, Zech 14:21, Mal 2:11, Mal 3:4, Matt 2:1, Matt 2:3, Matt 3:5, Matt 4:25, Matt 5:35, Matt 15:1, Matt 16:21, Matt 20:17, Matt 20:18, Matt 21:1, Matt 21:10, Matt 23:37, Mark 1:5, Mark 3:8, Mark 3:22, Mark 7:1, Mark 10:32, Mark 10:33, Mark 11:1, Mark 11:11, Mark 11:15, Mark 11:27, Mark 15:41, Luke 2:22, Luke 2:25, Luke 2:38, Luke 2:41, Luke 2:43, Luke 2:45, Luke 4:9, Luke 5:17, Luke 6:17, Luke 9:31, Luke 9:51, Luke 9:53, Luke 10:30, Luke 13:4, Luke 13:22, Luke 13:33, Luke 13:34, Luke 17:11, Luke 18:31, Luke 19:11, Luke 19:28, Luke 21:20, Luke 21:24, Luke 23:7, Luke 23:28, Luke 24:13, Luke 24:18, Luke 24:33, Luke 24:47, Luke 24:52, John 1:19, John 2:13, John 2:23, John 4:20, John 4:21, John 4:45, John 5:1, John 5:2, John 7:25, John 10:22, John 11:18, John 11:55, John 12:12, Acts 1:4, Acts 1:8, Acts 1:12, Acts 1:19, Acts 2:5, Acts 2:14, Acts 4:5, Acts 4:16, Acts 5:16, Acts 5:28, Acts 6:7, Acts 8:1, Acts 8:14, Acts 8:25, Acts 8:26, Acts 8:27, Acts 9:2, Acts 9:13, Acts 9:21, Acts 9:26, Acts 9:28, Acts 10:39, Acts 11:2, Acts 11:22, Acts 11:27, Acts 12:25, Acts 13:13, Acts 13:27, Acts 13:31, Acts 15:2, Acts 15:4, Acts 16:4, Acts 19:21, Acts 20:16, Acts 20:22, Acts 21:4, Acts 21:11, Acts 21:12, Acts 21:13, Acts 21:15, Acts 21:17, Acts 21:31, Acts 22:5, Acts 22:17, Acts 22:18, Acts 23:11, Acts 24:11, Acts 25:1, Acts 25:3, Acts 25:7, Acts 25:9, Acts 25:15, Acts 25:20, Acts 25:24, Acts 26:4, Acts 26:10, Acts 26:20, Acts 28:17, Rom 15:19, Rom 15:25, Rom 15:26, Rom 15:31, 1 Cor 16:3, Gal 1:17, Gal 1:18, Gal 2:1, Gal 4:25, Gal 4:26, Heb 12:22, Rev 3:12, Rev 21:2, Rev 21:10	
Jerusalem's	Jerusalem	31.777444	35.234935	Isa 62:1	
Jeshanah		31.980029	35.229709	2 Chr 13:19	now Ein Sinya
Jezreel 2		32.5559631396043	35.33078927843792	Josh 19:18, 2 Sam 2:9, 1 Kgs 18:45, 1 Kgs 18:46, 1 Kgs 21:1, 2 Kgs 8:29, 2 Kgs 9:15, 2 Kgs 9:16, 2 Kgs 9:17, 2 Kgs 9:30, 2 Kgs 9:36, 2 Kgs 9:37, 2 Kgs 10:11, Hos 1:4, Hos 1:11, 1 Kgs 4:12, 1 Kgs 21:23, 2 Kgs 9:10, 2 Kgs 10:6, 2 Kgs 10:7, 2 Chr 22:6, Hos 2:22	
Jogbehah		32.028743	35.862887	Num 32:35, Judg 8:11	
Jokmeam 1	Jokneam	32.66454576550823	35.10891818863304	1 Kgs 4:12	
Jokmeam 2	Kibzaim	31.833333	35.3	1 Chr 6:68	
Jokneam		32.66454576550823	35.10891818863304	Josh 12:22, Josh 19:11, Josh 21:34	
Joktheel 2	Sela	30.32243571223214	35.45627946919968	2 Kgs 14:7	
Joppa		32.05351968494696	34.75042606009946	Josh 19:46, 2 Chr 2:16, Ezra 3:7, Jonah 1:3, Acts 9:36, Acts 9:38, Acts 9:42, Acts 9:43, Acts 10:5, Acts 10:8, Acts 10:23, Acts 10:32, Acts 11:5, Acts 11:13	
Jordan	Jordan Valley	32.309099	35.5599	Gen 32:10, Gen 50:10, Gen 50:11, Num 13:29, Num 22:1, Num 26:3, Num 26:63, Num 31:12, Num 32:5, Num 32:19, Num 32:21, Num 32:29, Num 32:32, Num 33:48, Num 33:49, Num 33:50, Num 33:51, Num 34:12, Num 34:15, Num 35:1, Num 35:10, Num 35:14, Num 36:13, Deut 1:1, Deut 1:5, Deut 2:29, Deut 3:8, Deut 3:17, Deut 3:20, Deut 3:25, Deut 3:27, Deut 4:21, Deut 4:22, Deut 4:26, Deut 4:41, Deut 4:46, Deut 4:47, Deut 4:49, Deut 9:1, Deut 11:30, Deut 11:31, Deut 12:10, Deut 27:2, Deut 27:4, Deut 27:12, Deut 30:18, Deut 31:2, Deut 31:13, Deut 32:47, Josh 1:2, Josh 1:11, Josh 1:14, Josh 1:15, Josh 2:7, Josh 2:10, Josh 3:1, Josh 3:8, Josh 3:11, Josh 3:13, Josh 3:14, Josh 3:15, Josh 3:17, Josh 4:1, Josh 4:3, Josh 4:5, Josh 4:7, Josh 4:8, Josh 4:9, Josh 4:10, Josh 4:16, Josh 4:17, Josh 4:18, Josh 4:19, Josh 4:20, Josh 4:22, Josh 4:23, Josh 5:1, Josh 7:7, Josh 9:1, Josh 9:10, Josh 12:1, Josh 12:7, Josh 13:8, Josh 13:23, Josh 13:27, Josh 13:32, Josh 14:3, Josh 15:5, Josh 16:1, Josh 16:7, Josh 17:5, Josh 18:7, Josh 18:12, Josh 18:19, Josh 18:20, Josh 19:22, Josh 19:33, Josh 19:34, Josh 20:8, Josh 22:4, Josh 22:7, Josh 22:10, Josh 22:11, Josh 22:25, Josh 23:4, Josh 24:8, Josh 24:11, Judg 3:28, Judg 5:17, Judg 6:33, Judg 7:24, Judg 7:25, Judg 8:4, Judg 10:8, Judg 10:9, Judg 11:13, Judg 11:22, Judg 12:5, Judg 12:6, 1 Sam 13:7, 1 Sam 31:7, 2 Sam 2:29, 2 Sam 10:17, 2 Sam 16:14, 2 Sam 17:22, 2 Sam 17:24, 2 Sam 19:15, 2 Sam 19:17, 2 Sam 19:18, 2 Sam 19:31, 2 Sam 19:36, 2 Sam 19:39, 2 Sam 19:41, 2 Sam 20:2, 2 Sam 24:5, 1 Kgs 2:8, 1 Kgs 7:46, 1 Kgs 17:3, 1 Kgs 17:5, 2 Kgs 2:6, 2 Kgs 2:7, 2 Kgs 2:13, 2 Kgs 5:10, 2 Kgs 5:14, 2 Kgs 6:2, 2 Kgs 6:4, 2 Kgs 7:15, 2 Kgs 10:33, 1 Chr 6:78, 1 Chr 12:15, 1 Chr 12:37, 1 Chr 19:17, 1 Chr 26:30, 2 Chr 4:17, Job 40:23, Ps 42:6, Ps 114:3, Ps 114:5, Isa 9:1, Jer 12:5, Jer 49:19, Jer 50:44, Ezek 47:18, Zech 11:3, Matt 3:5, Matt 3:6, Matt 3:13, Matt 4:15, Matt 4:25, Matt 19:1, Mark 1:5, Mark 1:9, Mark 3:8, Mark 10:1, Luke 3:3, Luke 4:1, John 1:28, John 3:26, John 10:40	river
Jordan Valley		32.309099	35.5599	Gen 13:10, Gen 13:11	
Juttah		31.45	35.083333	Josh 15:55, Josh 21:16	~; now Yatta
Kadesh 1	Kadesh-barnea	30.68771281376111	34.49479554246946	Gen 14:7, Gen 16:14, Gen 20:1, Num 13:26, Num 20:1, Num 20:14, Num 20:16, Num 20:22, Num 27:14, Num 33:36, Num 33:37, Deut 1:46, Judg 11:16, Judg 11:17, Ps 29:8	
Kadesh 2		34.558327	36.522943	2 Sam 24:6	
Kadesh-barnea		30.68771281376111	34.49479554246946	Num 32:8, Num 34:4, Deut 1:2, Deut 1:19, Deut 2:14, Deut 9:23, Josh 10:41, Josh 14:6, Josh 14:7, Josh 15:3	
Kain		31.5	35.166667	Num 24:22, Josh 15:57	now Yaqin
Kanah 1		32.138219	35.038971	Josh 16:8, Josh 17:9	
Kanah 2	Cana	32.74701517958585	35.33877162058164	Josh 19:28	
Karnaim	Ashteroth-karnaim	32.7666666667	36.0166666667	Amos 6:13	
Kartah	Kitron	32.753141	35.279335	Josh 21:34	
Kattath	Kitron	32.753141	35.279335	Josh 19:15	
Kedemoth		31.646073	35.894537	Deut 2:26, Josh 13:18, Josh 21:37, 1 Chr 6:79	~; esv map
Kedesh 1		33.11298357486105	35.53361334150225	Josh 12:22, Josh 19:37, Josh 20:7, Josh 21:32, Judg 4:9, Judg 4:10, Judg 4:11, 2 Kgs 15:29, 1 Chr 6:76	
Kedesh 2	Kadesh-barnea	30.68771281376111	34.49479554246946	Josh 15:23	
Kedesh 3	Kishion	32.559061	35.246206	1 Chr 6:72	
Kedesh-naphtali	Kedesh 1	33.11298357486105	35.53361334150225	Judg 4:6	
Keilah		31.614175	35.002752	Josh 15:44, 1 Sam 23:1, 1 Sam 23:2, 1 Sam 23:3, 1 Sam 23:4, 1 Sam 23:5, 1 Sam 23:6, 1 Sam 23:7, 1 Sam 23:8, 1 Sam 23:10, 1 Sam 23:11, 1 Sam 23:12, 1 Sam 23:13, Neh 3:17, Neh 3:18	now Khirbet Qila
Kenath		32.756919	36.6164	Num 32:42, 1 Chr 2:23	
Kerioth	Kiriathaim 1	31.58333333329998	35.70000000000012	Jer 48:24, Amos 2:2	
Kibzaim		31.833333	35.3	Josh 21:22	~; now Kabus
Kidron		31.772134	35.236596	2 Sam 15:23, 1 Kgs 2:37, 1 Kgs 15:13, 2 Kgs 23:4, 2 Kgs 23:6, 2 Kgs 23:12, 2 Chr 15:16, 2 Chr 29:16, Jer 31:40	
Kidron Valley	Kidron	31.772134	35.236596	2 Chr 30:14, John 18:1	
Kir		31.18132579594509	35.70214779044711	2 Kgs 16:9, Isa 15:1, Isa 22:6, Amos 1:5, Amos 9:7	
Kir-hareseth	Kir	31.18132579594509	35.70214779044711	2 Kgs 3:25, Isa 16:7, Isa 16:11, Jer 48:31, Jer 48:36	
Kiriathaim 1		31.58333333329998	35.70000000000012	Num 32:37, Josh 13:19, Jer 48:1, Jer 48:23, Ezek 25:9	
Kiriath-arba	Hebron	31.53577362133176	35.09409986578734	Gen 23:2, Gen 35:27, Josh 14:15, Josh 15:13, Josh 15:54, Josh 20:7, Josh 21:11, Judg 1:10, Neh 11:25	
Kiriath-sannah	Debir 1	31.41666959977098	34.96667012280085	Josh 15:49	
Kiriath-sepher	Debir 1	31.41666959977098	34.96667012280085	Josh 15:15, Josh 15:16, Judg 1:11, Judg 1:12	
Kishion		32.559061	35.246206	Josh 19:20, Josh 21:28	~
Kishon		32.761948	35.064096	Judg 4:7, Judg 4:13, Judg 5:21, 1 Kgs 18:40, Ps 83:9	river
Kitron		32.753141	35.279335	Judg 1:30	
Kittim	Cyprus	35.018306	33.207693	Num 24:24, Dan 11:30	
Lachish		31.56485056116292	34.8467256730566	Josh 10:3, Josh 10:5, Josh 10:23, Josh 10:31, Josh 10:32, Josh 10:33, Josh 10:34, Josh 10:35, Josh 12:11, Josh 15:39, 2 Kgs 14:19, 2 Kgs 18:14, 2 Kgs 18:17, 2 Kgs 19:8, 2 Chr 11:9, 2 Chr 25:27, 2 Chr 32:9, Neh 11:30, Isa 36:2, Isa 37:8, Jer 34:7, Mic 1:13	
Lahmam		31.566667	34.9	Josh 15:40	~
Laish	Dan	33.24865997897308	35.65248345039043	Judg 18:7, Judg 18:14, Judg 18:27, Judg 18:29	
Laishah		31.8	35.25	Isa 10:30	now Isawiya
Laodicea		37.76986723761415	29.06450110237073	Col 2:1, Col 4:13, Col 4:15, Col 4:16, Rev 1:11, Rev 3:14	
Lasea		34.93491734364034	24.80919899172515	Acts 27:8	
Lasha		31.718148	35.584826	Gen 10:19	http://www.christusrex.org/www1/ofm/mad/sections/section3.html
Lasharon		32.72544	35.467002	Josh 12:18	now Sharona
Lebo-hamath	Hamath	35.136204	36.749488	Num 13:21, Num 34:8, Josh 13:5, Judg 3:3, 1 Kgs 8:65, 2 Kgs 14:25, 1 Chr 13:5, 2 Chr 7:8, Ezek 47:15, Ezek 47:20, Ezek 48:1, Amos 6:14	
Lebonah		32.07077	35.239871	Judg 21:19	now al-Lubban
Lehem	Bethlehem 1	31.70536129174666	35.21026630105202	1 Chr 4:22	?
Leshem	Dan	33.24865997897308	35.65248345039043	Josh 19:47	
Lod		31.95138888888889	34.89527777777778	1 Chr 8:12, Ezra 2:33, Neh 7:37, Neh 11:35	
Lo-debar		32.662488	35.783568	2 Sam 9:4, 2 Sam 9:5, 2 Sam 17:27, Amos 6:13	
Lower Beth-horon		31.87892595986906	35.12356744466153	Josh 16:3, Josh 18:13, 1 Kgs 9:17, 2 Chr 8:5	
Lower and Upper Beth-horon	Lower Beth-horon	31.87892595986906	35.12356744466153	1 Chr 7:24	
Lud	Lod	31.95138888888889	34.89527777777778	Isa 66:19, Jer 46:9, Ezek 27:10, Ezek 30:5	
Luz 1	Bethel 1	31.93053920580005	35.22103274923676	Gen 28:19, Gen 35:6, Gen 48:3, Josh 16:2, Josh 18:13, Judg 1:23	
Lydda	Lod	31.95138888888889	34.89527777777778	Acts 9:32, Acts 9:35, Acts 9:38	
Lystra		37.57813498250009	32.45318282875567	Acts 14:6, Acts 14:8, Acts 14:21, Acts 16:1, Acts 16:2, 2 Tim 3:11	
Maarath		31.621003	35.102328	Josh 15:59	now Bayt Ummar
Machpelah		31.52464794555393	35.11073465087356	Gen 23:9, Gen 23:17, Gen 23:19, Gen 25:9, Gen 49:30, Gen 50:13	
Madmannah		31.391668	34.940502	Josh 15:31, 1 Chr 2:49	
Madon		32.799879	35.459506	Josh 11:1, Josh 12:19	
Magadan		32.84733494629723	35.5229361797708	Matt 15:39	
Mahalab	Ahlab	33.02498036359259	35.44544657992798	Josh 19:29	
Mahaneh-dan		31.758315	34.994252	Judg 13:25, Judg 18:12	~
Makkedah		31.935117	34.781326	Josh 10:10, Josh 10:16, Josh 10:17, Josh 10:21, Josh 10:28, Josh 10:29, Josh 12:16, Josh 15:41	~
Malta		35.85282675242785	14.53243601407711	Acts 28:1	
Mamre		31.54909871686872	35.09356062020027	Gen 23:17, Gen 23:19, Gen 25:9, Gen 35:27, Gen 49:30, Gen 50:13	
Manahath		31.752603	35.181972	1 Chr 8:6	now Malha
Maon		31.41666666666668	35.1166666666667	Josh 15:55, 1 Sam 23:24, 1 Sam 23:25, 1 Sam 25:2	
Marah		29.35	32.933333	Ex 15:23, Num 33:8, Num 33:9	~
Mareal		32.697409	35.241789	Josh 19:11	now Malul
Mareshah		31.60393321295081	34.90237777777779	Josh 15:44, 2 Chr 11:8, 2 Chr 14:9, 2 Chr 14:10, 2 Chr 20:37, Mic 1:15	
Mearah		33.633333	35.433333	Josh 13:4	~
Medeba		31.72045763248588	35.79197231962891	Num 21:30, Josh 13:9, Josh 13:16, 1 Chr 19:7, Isa 15:2	
Megiddo		32.58418313614938	35.18229165870594	Josh 12:21, Josh 17:11, Judg 1:27, Judg 5:19, 1 Kgs 4:12, 1 Kgs 9:15, 2 Kgs 9:27, 2 Kgs 23:29, 2 Kgs 23:30, 1 Chr 7:29, 2 Chr 35:22, Zech 12:11	
Memphis		29.849632	31.253958	Isa 19:13, Jer 2:16, Jer 44:1, Jer 46:14, Jer 46:19, Ezek 30:13, Ezek 30:16, Hos 9:6	http://en.wikipedia.org/wiki/Memphis%2C_Egypt
Mephaath		31.85	35.933333	Josh 13:18, Josh 21:37, 1 Chr 6:79, Jer 48:21	
Merathaim	Babel	32.53650368616845	44.42088287373876	Jer 50:21	
Merom		33.075269	35.60548	Josh 11:5, Josh 11:7	lake
Metheg-ammah	Gath	31.69352950368834	34.84388288576839	2 Sam 8:1	
Michmas	Michmash	31.87018434231688	35.27923581936973	Ezra 2:27, Neh 7:31	
Michmash		31.87018434231688	35.27923581936973	1 Sam 13:2, 1 Sam 13:5, 1 Sam 13:11, 1 Sam 13:16, 1 Sam 13:23, 1 Sam 14:5, 1 Sam 14:31, Neh 11:31, Isa 10:28	
Michmethath		32.183333	35.283333	Josh 16:6, Josh 17:7	~
Middin		31.743894	35.401591	Josh 15:61	
Migdal-el		33.232131	35.362942	Josh 19:38	
Migdal-gad		31.666667	34.583333	Josh 15:37	~
Miletus		37.5	27.3	Acts 20:15, Acts 20:17, 2 Tim 4:20	
Minnith		31.75	35.85	Judg 11:33, Ezek 27:17	~
Misrephoth-maim		33.118952	35.139434	Josh 11:8, Josh 13:6	now Narouq
Mitylene		39.10033557286295	26.55180477541001	Acts 20:14	
Mizpah 1	Ramoth-gilead	32.56526757366849	36.00555930879645	Gen 31:49, Judg 10:17, Judg 11:11, Judg 11:29, Judg 11:34, Hos 5:1	
Mizpah 2	Valley of Mizpeh	33.28177	35.573371	Josh 11:3	
Mizpah 3		31.83273947023218	35.1801628605877	Judg 20:1, Judg 20:3, Judg 21:1, Judg 21:5, Judg 21:8, 1 Sam 7:5, 1 Sam 7:6, 1 Sam 7:7, 1 Sam 7:11, 1 Sam 7:12, 1 Sam 7:16, 1 Sam 10:17,1 Kgs 15:22, 2 Kgs 25:23, 2 Kgs 25:25, 2 Chr 16:6, Neh 3:7, Neh 3:15, Neh 3:19, Jer 40:6, Jer 40:8, Jer 40:10, Jer 40:12, Jer 40:13, Jer 40:15, Jer 41:1, Jer 41:3, Jer 41:6, Jer 41:10, Jer 41:14, Jer 41:16	
Mizpeh 1	Mizpah 3	31.83273947023218	35.1801628605877	Josh 18:26	
